text	label
Marimekko is considering further measures in the matter .	neutral
Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .	neutral
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .	neutral
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .	positive
CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .	neutral
It is expected to be completed by the end of 2007 .	neutral
`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .	positive
Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .	positive
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .	negative
`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .	positive
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .	positive
`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .	positive
ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .	neutral
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.	neutral
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .	positive
In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network .	positive
According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .	positive
The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .	negative
The adapter , awarded with the `` Certified Integration for SAP - ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .	positive
`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''	positive
Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .	neutral
The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .	neutral
Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .	positive
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .	positive
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .	positive
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .	neutral
Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market .	positive
The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .	neutral
Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .	positive
We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla .	positive
If needed , she provides also further information on ferry connections and hotels .	neutral
`` The issues identified by Stonesoft affect a range of content inspection technology .	neutral
Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .	neutral
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .	negative
Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .	positive
The divested stake represented about 2.7 m shares in Okmetic 's capital .	neutral
Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .	neutral
-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .	neutral
We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .	positive
Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .	negative
Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .	negative
Poyry is a global expert in consulting and engineering .	neutral
Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .	positive
Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .	positive
The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .	neutral
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .	positive
Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .	positive
It 's not .	neutral
Certain shareholders have irrevocably agreed to vote in favor of the bond issue .	positive
Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .	neutral
Currently Glaston employs approximately 1,500 persons .	neutral
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .	neutral
The long-term contract is global .	positive
The platform is based built on Intel s second-generation MID platform , called Moorestown .	neutral
According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .	neutral
The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .	neutral
Aspo 's strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .	neutral
According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .	negative
Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .	positive
` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . '	neutral
Scandic Feed will also diversify Tosno 's product portfolio further .	neutral
Neither of the companies use genetically engineered soy at the moment .	neutral
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .	positive
Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .	neutral
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .	negative
ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf	negative
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .	neutral
The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .	neutral
Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .	neutral
BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .	positive
Exel wants to serve its industrial customers with individual products .	neutral
Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .	neutral
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .	neutral
`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .	positive
ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .	neutral
Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .	positive
YIT Construction and the town of Riihim+Æki have signed a lease contract whereby the town will occupy the Travel Centre office facilities .	positive
The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .	neutral
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .	negative
In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .	neutral
The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment .	neutral
Pohjola could increase its stake to 45 % in 2013 .	neutral
Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .	positive
Halonen 's office acknowledged receiving the letter but declined comment .	neutral
The closing of such transaction took place today .	neutral
The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .	neutral
The agreement strengthens our long-term partnership with Nokia Siemens Networks .	positive
Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .	neutral
Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .	negative
Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .	negative
The value of the deal exceeds EUR500 ,000 , the company said .	neutral
mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .	neutral
Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) .	neutral
The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .	neutral
Market data and analytics are derived from primary and secondary research .	neutral
Besides , Pit-Produkt will enter the new segments .	neutral
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .	neutral
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .	positive
Net profit fell by almost half to +â 5.5 million from +â 9.4 million at the end of 2007 .	negative
The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .	neutral
`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .	positive
In addition to the demand in Finland , the export of lining stone products also increased .	positive
In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .	positive
Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .	neutral
STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .	positive
Europe needs 17 new large paper machines .	neutral
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .	neutral
Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .	neutral
Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .	neutral
Danske Bank is Denmark 's largest bank with 3.5 million customers .	neutral
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .	neutral
The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .	neutral
- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .	neutral
STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .	neutral
Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .	neutral
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .	positive
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .	neutral
Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .	neutral
Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .	positive
In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .	positive
Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .	negative
Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .	negative
According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .	neutral
Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .	negative
Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones .	neutral
The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .	neutral
The group 's net sales in 2007 were EUR683 .6 m.	neutral
The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .	neutral
HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .	neutral
Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .	positive
He believes that the soy-oats have a good chance of entering the UK market .	positive
Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .	negative
According to Heikkil+Æ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .	neutral
In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .	neutral
Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .	positive
All depends on financing .	neutral
After the takeover , Cramo will become the second largest rental services provider in the Latvian market .	positive
Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .	positive
Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .	neutral
So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .	negative
In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .	negative
ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .	neutral
The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .	neutral
Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .	neutral
The passenger tunnel is expected to be put into operation in 2009 .	neutral
The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .	positive
Aspo 's Group structure and business operations are developed persistently without any predefined schedules .	neutral
Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .	negative
Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .	positive
Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .	positive
In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .	neutral
The transaction covers a building lot of 46,763 sq m and factory buildings of 19,631 sq m. Since the autumn of 2007 , when Scanfil discontinued its production operations in Oulu , the facilities have been partly leased to other parties .	neutral
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .	neutral
The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .	neutral
Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers .	positive
JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .	neutral
The purchase sum is about EUR 10mn US$ 12.97 mn .	neutral
The business area 's net sales were slightly over 2m in 2006 .	neutral
Net sales of Finnish food industry company L+Ænnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .	positive
Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .	positive
HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .	neutral
ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .	neutral
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .	neutral
Editor 's note : Grimaldi generated a 1.7 bln euro ( $ 2.182 bln ) turnover in 2005 , ANSA reported on May 29 , 2006 .	neutral
The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .	neutral
`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .	neutral
Financing of the project will come mainly from China .	neutral
Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .	positive
Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .	negative
Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .	positive
Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .	positive
This order , when delivered , will bring the total output of electricity in Italy generated by Wartsila equipment to more than 1,300 MW .	neutral
The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .	neutral
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .	negative
Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .	positive
Deliveries by Outotec will take place over 30 months .	neutral
The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .	neutral
F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .	neutral
Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .	negative
Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .	neutral
Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .	neutral
zip , '' experts warned Tuesday .	neutral
For the current year , Raute expects its net sales to increase and the operating result -- to be positive .	positive
The building will house product development and test laboratories .	neutral
Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .	neutral
industry in Asia + Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .	neutral
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .	neutral
Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .	negative
In addition , the contract includes modification of the effluent treatment plant at Follum .	neutral
The contract value amounts to about EUR11m , the company added .	neutral
Delivery is due in the second half of 2011 .	neutral
The company reported net sales of EUR550m in 2005 and had some 3,200 employees .	neutral
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .	negative
These savings will have full impact as of the beginning of 2007 .	neutral
The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .	positive
Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .	positive
Mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros .	positive
Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .	neutral
The share capital of Basware Corporation is 11,720,829 .	neutral
The order for plywood mill machinery and equipment announced by Finnish Raute in September 2006 will be delivered to Thebault Plyland in France .	neutral
The Division also includes joint sales , marketing and controlling functions for these units .	neutral
The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .	neutral
With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .	positive
The official opening of the office , located in Prague , will be celebrated on May 20 .	neutral
New Novator products are supposed to be exported .	neutral
The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .	negative
Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .	positive
Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .	neutral
The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .	neutral
It is expected to be online by 2011 .	neutral
In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .	positive
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .	neutral
Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .	neutral
Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .	positive
The contract has been allotted as per lowest price criteria .	neutral
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .	neutral
Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .	neutral
N-Viro operates processing facilities independently as well as in partnership with municipalities .	neutral
The new organization consists of two business units : Charging & Messaging and Finance & Administration .	neutral
The combined value of the planned investments is about EUR 30mn .	neutral
According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .	positive
Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .	positive
The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .	neutral
The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .	positive
Payment of shares shall be effected on subscription .	neutral
The order is included in Metso 's fourth quarter 2007 order backlog .	neutral
One attractive factor about the tablets for media companies is that they provide a new way of making money .	positive
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .	positive
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .	negative
TN means that the handset supports TeliaSonera 's Telia Navigator global positioning system service .	neutral
Other shareholder entitlements became effective today .	neutral
Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .	positive
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .	neutral
The Group aims to increase its net sales and comparable operating profit in 2006 .	positive
STUK today is a full service house expert in radiation and nuclear safety issues .	neutral
The market value of one crane is some USD6m , reported the Finnish news agency STT .	neutral
The company does not at present hold any of its own shares .	neutral
Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .	negative
The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .	negative
`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .	negative
Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .	positive
The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .	neutral
The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .	neutral
According to HK Ruokatalo , almost all the meat used by the company comes from Finland .	neutral
Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .	positive
Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries .	neutral
The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .	neutral
The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .	positive
As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .	negative
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .	neutral
As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .	neutral
Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .	positive
According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .	positive
The new units should become one of the largest ones within the company .	neutral
The Group 's cash flow from operations will be positive .	positive
This ideally placed them in a position to tap into the potential of clean technology .	neutral
LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .	neutral
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .	positive
Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .	negative
The EBITDA was EUR116m compared to EUR115m , corresponding to an EBITDA margin of 33 % .	positive
Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations , and industrial sourcing services are their core competence .	neutral
Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .	negative
The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .	neutral
And Ogden reportedly will shell out $ 4.2 million .	neutral
Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .	positive
The products have a low salt and fat content .	neutral
One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .	neutral
`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .	positive
Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .	neutral
Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .	positive
The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .	neutral
CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .	neutral
The companies will divest to UPM Fray Bentos pulp mill and Forestal Oriental , a company specialising in eucalyptus cultivation .	neutral
The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .	neutral
The fuel purchase contracts have been signed with three months ' delivery from this September to November .	neutral
It holds 38 percent of Outokumpu 's shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent .	neutral
Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .	neutral
Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .	negative
This resulted in improved sales figures in Sweden .	positive
When the product is manufactured in Finland , it is also packed in the country .	neutral
